pergunta;alternativas;resposta_certa;alternativa_1;alternativa_2;alternativa_3;embaralhar
"Quem dirigiu o filme ""Chico Xavier""?";3;Daniel Filho;Cao Hamburger;Fernando Meirelles;-;N
"Como era conhecido o ""período da pedra lascada"" na pré-história?";3;Paleolítico;Neolítico;Geolítico;-;N
Qual foi a primeira franquia da NFL pela qual jogou o lendário quarterback Tom Brady?;3;New England Patriots;San Francisco 49ers;Indianapolis Colts;-;N
Que emissora de TV irá completar 70 anos em 2023?;3;Record;Globo;Gazeta;-;N
Como se chama a menor parcela de um dado de computador?;3;Bit;Byte;Nanobyte;-;N
Kurt Cobain foi vocalista de qual banda de rock?;3;Nirvana;Red Hot Chili Peppers;Avenged Sevenfold;-;N
Qual desses monumentos históricos não é uma das Maravilhas do Mundo Moderno?;3;Estátua da Liberdade;Coliseu;Muralha da China;-;N
Quais peças são movidas no roque, uma jogada do xadrez?;3;Rei e Torre;Rei e Rainha;Bispo e Cavalo;-;N
"""Sonata ao Luar"" é uma sinfonia feita por qual compositor?";3;Beethoven;Bach;Strauss;-;N
Que jornalista famoso estreou, ao lado de Luís Jatobá, a primeira edição do Jornal Hoje?;3;Léo Batista;Marcos Hummel;Paulo Henrique Amorim;-;N
"Como se chama a empregada robô do desenho ""Os Jetsons""?";3;Rosie;Josie;Daisy;-;N
"O que significa a palavra alemã ""Volks""?";3;Povo;Carro;Mundo;-;N
O esfigmomanômetro serve para medir o quê?;3;Pressão sanguínea;Abalos sísmicos;Velocidade do furacão;-;N
A vacina BCG previne qual doença?;3;Tuberculose;Sarampo;Tétano;-;N
Qual desses animais é responsável por mais mortes no mundo?;3;Mosquito;Leão;Cobra;-;N
Onde nasceu o papa João Paulo II?;3;Polônia;Alemanha;União Soviética;-;N
Qual desses escritores pertenceu à classe literária chamada realismo?;3;Machado de Assis;Luís de Camões;Gonçalves Dias;-;N
Quem foi eleito pela FIFA o melhor jogador da Copa do Mundo de 2002?;3;Oliver Kahn;Ronaldo;Miroslav Klose;-;N
"O lema ""Governar é abrir estradas"" pertenceu à campanha de qual político?";3;Washington Luís;Jânio Quadros;Luís Carlos Prestes;-;N
Que animal foi usado como cobaia pelo francês Jean Pierre Blanchard no primeiro salto em paraquedas?;3;Cachorro;Macaco;Cervo;-;N
"O bordão ""Para o alto e avante"" é dito por qual super-herói?";3;Super Homem;Homem de Ferro;Homem Aranha;-;N
Em que intervalo é medido o Índice de Desenvolvimento Humano?;3;De 0 a 1;De 0 a 100;De 0 a 10;-;N
"O fenômeno ""La Niña"" é o esfriamento de qual oceano?";3;Pacífico;Atlântico;Índico;-;N
Qual a maior espécie de baleia existente no mundo?;3;Azul;Orca;Jubarte;-;N
Vênus é uma deusa de qual mitologia?;3;Romana;Grega;Espartana;-;N
Qual o nome oficial da Rússia?;3;Federação Russa;República da Rússia;Reino da Rússia;-;N
Aproximadamente, quanto restou da Mata Atlântica original?;3;12%;7%;20%;-;N
Quantos fusos horários possui a Rússia?;3;11;9;13;-;N
Qual o nome do estádio do Barcelona?;3;Camp Nou;Santiago Bernabéu;San Siro;-;N
"Qual música foi o maior sucesso do filme ""Os Embalos de Sábado à Noite""?";3;Staying Alive;You Should be Dancing;To Love Somebody;-;N
"A seleção de futebol de qual país é conhecida como ""Squadra Azzurra""?";3;Itália;França;Uruguai;-;N
Como é chamado o livro sagrado dos muçulmanos?;3;Alcorão;Torá;Bíblia;-;N
A canjica, um prato da culinária indígena, é conhecida como no nordeste brasileiro?;3;Mungunzá;Abará;Canjerê;-;N
General é uma alta patente de qual instituição militar?;3;Exército;Aeronáutica;Marinha;-;N
Qual desses países faz fronteira com Argentina, Peru e Bolívia?;3;Chile;Uruguai;Colômbia;-;N
Como são chamadas as sílabas pronunciadas com menor intensidade?;3;Átonas;Tônicas;Hiatos;-;N
"Em tupi, qual o significado da palavra ""carioca""?";3;Casa de branco;Monte curvo;Água pura;-;N
Qual a nacionalidade da banda Led Zeppelin?;3;Britânica;Americana;Australiana;-;N
O que é a entomologia?;3;Estudo dos insetos;Estudo das plantas;Estudo das células;-;N
Quantos países participaram da última Copa do Mundo?;3;32;30;34;-;N
Quando foi o período imperial no Brasil?;3;De 1822 a 1889;De 1500 a 1808;De 1889 a 1930;-;N
Que tratado foi imposto na Europa após o término da Primeira Guerra Mundial?;3;Versalhes;Basileia;Concórdia;-;N
Qual é considerado o quarto estado físico da matéria?;3;Plasma;Neon;Gás;-;N
Quanto vale a raiz quadrada de 625?;3;25;5;125;-;N
Segundo a Bíblia, onde Jesus Cristo foi batizado?;3;Rio Jordão;Mar Morto;Mar da Galileia;-;N
Um casal que vive 30 anos comemora que tipo de boda?;3;Pérola;Algodão;Rubi;-;N
Qual destas escolas de samba é carioca?;3;Mocidade Independente;Nenê de Vila Matilde;Unidos de Vila Maria;-;N
Qual destas personalidades históricas não faz parte do ramo da música?;3;Pasteur;Puccini;Villa-Lobos;-;N
Quantas arestas tem um cubo?;3;12;8;16;-;N
Onde fica Chernobyl?;3;Ucrânia;Rússia;Romênia;-;N
Em que ano nasceu Galileu Galilei?;3;1564;1475;1689;-;N
"Quem escreveu o livro ""A Escrava Isaura""?";3;Bernardo Guimarães;Raul Pompéia;Castro Alves;-;N
Que humorista já falecido dublou a voz de Shrek em seus dois primeiros filmes?;3;Bussunda;Orlando Drummond;Chico Anysio;-;N
Qual o idioma com mais falantes nativos do mundo?;3;Mandarim;Inglês;Espanhol;-;N
O New Deal foi implantado nos Estados Unidos por qual presidente?;3;Franklin Roosevelt;Richard Nixon;Ronald Reagan;-;N
Que personagem era, na vida real, irmão de Roberto Gomez Bolaños, o Chaves?;3;Godinez;Quico;Nhonho;-;N
"Como é conhecido o ""Templo de Palas Atena"", na Grécia?";3;Partenon;Peloponeso;Colosso de Rodes;-;N
Onde nasceu a cantora Shakira?;3;Colômbia;Venezuela;México;-;N
Qual das seguintes é a maior comunidade religiosa do Vaticano?;3;Católica Romana;Protestante;Muçulmana;-;N
No boliche, se o atleta derrubar todos os pinos em duas jogadas, ele terá feito o quê?;3;Spare;Strike;Smuff;-;N
Quantos átomos de oxigênio possui o ozônio?;3;3;1;2;-;N
"Em qual disco foi lançada a canção ""Billie Jean""?";3;Thriller;Bad;Farewell my Summer Love;-;N
O que quer dizer a sigla DNA?;3;Ácido Desoxirribonucleico;Ácido Ribonucleico;Ácido Nucleico;-;N
Como se chama o médico que cuida dos rins e vias urinárias?;3;Urologista;Proctologista;Infectologista;-;N
Quem inventou o telefone?;3;Graham Bell;Isaac Newton;Albert Einstein;-;N
Que clube foi campeão brasileiro de futebol da Série B em 2022?;3;Cruzeiro;Vasco;Grêmio;-;N
O anemômetro serve pra medir a velocidade do quê?;3;Vento;Som;Luz;-;N
Como é conhecido o estádio Cícero Pompeu de Toledo?;3;Morumbi;Pacaembu;Maracanã;-;N
Quem era o vocalista da banda Charlie Brown Jr.?;3;Chorão;Tony Bellotto;Supla;-;N
Quem foi o capitão da Seleção Brasileira na Copa do Mundo de 1958?;3;Bellini;Garrincha;Pelé;-;N
"""Rock and roll all nite"" é um sucesso de qual banda?";3;Kiss;Oasis;Ramones;-;N
Quantos pontos tem um set de tênis de mesa profissional?;3;11;5;7;-;N
Que gás é o maior agente causador do efeito estufa?;3;Gás Carbônico;Metano;Butano;-;N
Segundo a Forbes, que país é o maior consumidor de chocolates do mundo?;3;Suíça;Estados Unidos;Brasil;-;N
Nos videogames, que dinossauro é o fiel escudeiro de Mario e Luigi?;3;Yoshi;Wario;Bowser;-;N
O que é a malacologia?;3;Estudo dos moluscos;Estudo dos cetáceos;Estudo dos insetos;-;N
Qual desses lugares encontra-se na fronteira entre Estados Unidos e Canadá?;4;Cataratas do Niágara;Grand Canyon;Deserto do Atacama;Cabo Canaveral;N
Em que jornal as tirinhas da Turma da Mônica foram publicadas pela primeira vez?;4;Folha de São Paulo;O Estado de São Paulo;Jornal do Brasil;O Globo;N
O que é um helianto?;4;Flor;Arma;Mola;Metal;N
"Quantos filhos tinha o Capitão Von Trapp no filme ""A Noviça Rebelde""?";4;7 filhos;8 filhos;6 filhos;10 filhos;N
"O slogan ""É impossível comer um só"" pertence a um produto de que empresa?";4;Elma Chips;Lacta;Nestlé;Pringles;N
Como se chama o tablet da Apple?;4;iPad;iPod;iPhone;iBook;N
Bituca é o apelido de que cantor?;4;Milton Nascimento;Nelson Gonçalves;Jerry Adriani;Jorge Ben Jor;N
Qual ave é símbolo dos Estados Unidos?;4;Águia;Pardal;Falcão;Andorinha;N
"Quem pintou o quadro ""A Última Ceia""?";4;Leonardo da Vinci;Pablo Picasso;Di Cavalcanti;Vincent Van Gogh;N
Quem é o vocalista do conjunto Falamansa?;4;Tato;Bell Marques;Tatau;Durval Lelys;N
Qual a capital do Paquistão?;4;Islamabad;Hanói;Yaoundé;Tashkent;N
"Que ""mascote"" simboliza o Dia dos Namorados?";4;Cupido;Ninfa;Sátiro;Diácono;N
De que tipo é uma onda de rádio?;4;Eletromagnética;Eletroeletrônica;Radiofônica;Radiodifusora;N
Qual clube de futebol inglês foi treinado por Luiz Felipe Scolari?;4;Chelsea;Arsenal;Liverpool;Manchester United;N
O Elevador Lacerda fica em que cidade brasileira?;4;Salvador;João Pessoa;Fortaleza;Recife;N
Quantas cordas tem o violino?;4;4;5;6;8;N
Que animal é usado na equitação?;4;Cavalo;Touro;Cachorro;Coelho;N
Depois do Brasil, que país possui a maior população da América Latina?;4;México;Argentina;Colômbia;Chile;N
Qual o nome do deserto onde 33 mineiros ficaram soterrados no Chile em 2010?;4;Atacama;Patagônia;Prado;Mojave;N
A Usina de Belo Monte foi construída em que rio?;4;Xingu;Tocantins;São Francisco;Paraná;N
Uma selenografia é um mapa científico do quê?;4;Lua;Constelações;Marte;Lixo espacial;N
Qual a cor da máscara do Tartaruga Ninja Raphael?;4;Vermelha;Verde;Amarela;Laranja;N
"""Goofy"" é o nome original de que famoso cachorro dos desenhos animados?";4;Pateta;Coragem;Snoopy;Pluto;N
Qual dessas músicas não foi gravada por Roberto Carlos?;4;Começar de novo;Além do horizonte;Cavalgada;Caminhoneiro;N
"Quem escreveu ""Memórias de um Sargento de Milícias""?";4;Manuel A. de Almeida;Euclides da Cunha;Machado de Assis;José de Alencar;N
Em que estado brasileiro nasceu o pintor Cândido Portinari?;4;São Paulo;Piauí;Goiás;Rio Grande do Sul;N
Como se chama o circuito do Grande Prêmio da Itália de Fórmula 1?;4;Monza;Mugello;Pescara;Ímola;N
"Qual banda canta a música ""Era um garoto que como eu amava os Beatles e os Rolling Stones""?";4;Engenheiros do Hawaii;Barão Vermelho;Titãs;Detonautas;N
Qual desses presidentes foi marechal durante seu governo na ditadura militar?;4;Castelo Branco;Médici;Geisel;Figueiredo;N
Qual o terceiro algarismo do pi, depois da vírgula?;4;1;6;0;8;N
O que significa Jiu-Jitsu?;4;Arte suave;Luta corporal;Força gentil;Defesa rápida;N
Camila, interpretada por Carolina Dieckmann, teve seu cabelo raspado em qual novela?;4;Laços de Família;Porto dos Milagres;Senhora do Destino;Mulheres Apaixonadas;N
Quantos anos tinha Marilyn Monroe quando morreu?;4;36 anos;32 anos;40 anos;42 anos;N
Rei Davi é representado por que carta do baralho?;4;Rei de espadas;Rei de ouros;Rei de copas;Rei de paus;N
Em que ano foi lançado Pac-Man?;4;1980;1978;1982;1985;N
Que animal possui 5 corações?;4;Minhoca;Camundongo;Libélula;Polvo;N
Onde surgiu o io-iô na sua forma atual?;4;Filipinas;Coreia do Sul;Japão;China;N
"Como se chama a falha de pronúncia do Cebolinha que troca a letra ""R"" pela letra ""L""?";4;Lambdacismo;Sinédoque;Assonância;Polissíndeto;N
"Quem pintou o quadro ""La Gioconda""?";4;Leonardo da Vinci;Pablo Picasso;Caravaggio;Michelangelo;N
Qual destes artistas não organizou a Semana de Arte Moderna, evento ocorrido em 1922?;4;Monteiro Lobato;Anita Malfatti;Tarsila do Amaral;Oswald de Andrade;N
Que animal pertence à família dos Quelônios?;4;Tartaruga;Jacaré;Caranguejo;Mosca;N
A campanha de vacinação liderada por Zé Gotinha luta contra qual tipo de doença?;4;Poliomielite;Varíola;Sarampo;Caxumba;N
Em qual estado brasileiro fica localizado o estádio Castelão?;4;Ceará;Bahia;Rio Grande do Sul;Minas Gerais;N
Qual é a especialidade médica de Dr. House?;4;Infectologia;Cardiologia;Ortopedia;Geriatria;N
Qual equipamento foi aperfeiçoado por Galileu Galilei?;4;Telescópio;Binóculo;Microscópio;Periscópio;N
Quantos pares de pernas possui uma barata?;4;3 pares;2 pares;4 pares;6 pares;N
Que naipe do baralho tem o desenho de um diamante?;4;Ouros;Copas;Paus;Espadas;N
Qual é a unidade de medida da energia?;4;Joule;Watt;Pascal;Newton;N
Como se chama o museu com acervos de pintura?;4;Pinacoteca;Arquepintura;Filacoteca;Plêiade;N
Em 1964, qual presidente brasileiro foi deposto pelas forças armadas após um golpe de Estado?;4;João Goulart;Júlio Prestes;Fernando Collor;Jânio Quadros;N
Quantas letras possui o alfabeto grego?;4;24 letras;18 letras;26 letras;48 letras;N
"O romance ""Dona Flor e seus dois maridos"" foi feito por qual escritor?";4;Jorge Amado;Graciliano Ramos;Carlos D. de Andrade;Luís F. Veríssimo;N
Como se chama a sede do Governo do Estado de São Paulo e residência oficial do governador?;4;Palácio dos Bandeirantes;Palácio da Alvorada;Palácio do Catete;Palácio Pres. Vargas;N
Em que ano nasceu Santos Dumont?;4;1873;1868;1876;1888;N
Em que década foi criada a Petrobrás?;4;Década de 50;Década de 30;Década de 70;Década de 80;N
Como se chama o polígono de 11 lados?;4;Hendecágono;Eneágono;Dodecágono;Icoságono;N
Em computadores eletrônicos, qual memória é considerada volátil?;4;RAM;ROM;Cache;HD;N
Qual destes personagens não foi interpretado por Carlos Villagrán?;4;Poucas Trancas;Marinheiro Frederico;Quase Nada;Quico;N
"""Sylvester"" é o nome original de que famoso gato dos desenhos animados?";4;Frajola;Manda-chuva;Tom;Félix;N
Adhemar Ferreira da Silva, que deu 2 estrelas ao escudo do São Paulo, competia em que esporte?;4;Atletismo;Remo;Futebol;Boxe;N
Dar forma helicoidal a um objeto significa tornar um objeto com o formato de quê?;4;Espiral;Cone;Cilindro;Onda;N
Quando chamamos uma pessoa de apedeuta, dizemos que essa pessoa é o quê?;4;Ignorante;Arrogante;Eclética;Divertida;N
Quantas estrelas de cinco pontas tem a bandeira do Brasil?;4;27;24;25;28;N
Em que ano estreou o Big Brother Brasil?;4;2002;2001;2000;2003;N
Qual desses países não possui uma ave em sua bandeira?;4;Haiti;Equador;México;Egito;N
Quando aconteceu a primeira premiação do Oscar?;4;1929;1927;1925;1931;N
Os 6.700.000 km² da Floresta Amazônica estão divididos em quantos países?;4;9 países;2 países;6 países;7 países;N
Que atleta conquistou o prêmio da FIFA de melhor jogador de futebol em 2009?;4;Messi;Kaká;Cristiano Ronaldo;Ronaldinho Gaúcho;N
Em que estado foi construída a Usina de Belo Monte?;4;Pará;Tocantins;Amapá;Maranhão;N
Em que país começou a primeira Revolução Industrial?;4;Inglaterra;Alemanha;Estados Unidos;França;N
Qual o maior país das Américas?;4;Canadá;Brasil;Argentina;Estados Unidos;N
Quantos quadradinhos possui o cubo mágico?;4;54;48;42;60;N
Inky, Blinky, Pinky e Clyde são personagens de que famoso jogo de videogame?;4;Pac-Man;Donkey Kong;Super Mario World;Bomberman;N
Qual líder foi símbolo do fascismo na Segunda Guerra Mundial?;4;Mussolini;Stálin;Hitler;Churchill;N
Aproximadamente, quantas pessoas morreram no naufrágio do Titanic?;4;1.500 pessoas;500 pessoas;150 pessoas;5.000 pessoas;N
"Que grego ficou eternizado pela expressão ""Eureka""?";4;Arquimedes;Sócrates;Aristóteles;Pitágoras;N
Qual destes países não foi colônia da Alemanha?;4;Congo;Tanzânia;Namíbia;Camarões;N
Qual desses programa nunca foi apresentado por Silvio Santos?;4;Corrida Maluca;Porta da Esperança;Passa ou Repassa;Xaveco;N
"O slogan ""Think Different"" pertence a que empresa?";4;Apple;Philips;Microsoft;Panasonic;N
Em que país nasceu Saddam Hussein?;4;Iraque;Afeganistão;Irã;Arábia Saudita;N
Que cantor se chama Roberto de Souza Rocha?;4;Latino;Zeca Pagodinho;Falcão;Belo;N
O que significa Mujahidin?;4;Combatente;Homem-bomba;Nacionalista;Terrorista;N
Em que cidade ocorreram os Jogos Olímpicos de Inverno de 2018?;4;Pyeongchang;Qinhuangdao;Dublin;Salt Lake City;N
"Que jogador ficou conhecido como ""Furacão"" da Copa do Mundo de 70?";4;Jairzinho;Carlos Alberto Torres;Sócrates;Gérson;N
Por qual outro nome são conhecidos os morcegos?;4;Quirópteros;Equinodermos;Nematelmintos;Paquidermes;N
De quantos graus na escala Richter foi o maior terremoto já registrado na história?;4;9.5 graus;8.3 graus;9.2 graus;7.8 graus;N
Qual o nome do ginásio do Utah Jazz?;4;Vivint Arena;AT&T Center;Target Center;Air Canada Center;N
Em que ano terminou a ditadura militar no Brasil?;4;1985;1963;1932;1885;N
O líder Mao-Tse-Tung governou que país?;4;China;Coreia do Sul;Japão;Coreia do Norte;N
"Quem é o autor da frase: ""Na natureza nada se cria, tudo se transforma""?";4;Lavoisier;Arquimedes;Epicuro;Descartes;N
Como é chamado o pigmento que dá cor à pele humana?;4;Melanina;Benzina;Nevilina;Anilina;N
Qual a capital do Mato Grosso?;4;Cuiabá;Boa Vista;Porto Feliz;Campo Grande;N
Qual é o principal alimento dos ursos polares?;4;Foca;Morsa;Peixe;Pinguim;N
Qual o maior rio da Europa?;4;Volga;Danúbio;Reno;Sena;N
Qual desses times é de beisebol?;4;New York Yankees;New York Giants;New York Knicks;New York Jets;N
Grécia, Persia ou Macedônia. Onde reinou Alexandre, o Grande?;5;C;-;-;-;N
Réstia, feixe ou plêiade. Qual o coletivo de lenhas?;5;B;-;-;-;N
Jimbo, Bob Pai ou Kissyfur. Qual destes personagens de desenho animado é um urso?;5;C;-;-;-;N
Chi Chi, Bulma ou Videl. Quem é a mãe de Trunks, em “Dragon Ball”?;5;B;-;-;-;N
"2002, 2003 ou 2004. Em que ano estreou o ""Pânico na TV?";5;B;-;-;-;N
140, 165 ou 172. Com quantos quilos morreu Tim Maia?;5;A;-;-;-;N
Hidrogênio, oxigênio ou carbono. Qual deles não está presente em um hidrocarboneto?;5;B;-;-;-;N
Sócrates, Hipócrates ou Heródoto. Quem é o Pai da Medicina?;5;B;-;-;-;N
"Istambul, Pequim ou Moscou. Onde fica localizada a famosa ""Praça Vermelha""?";5;C;-;-;-;N
1492, 1495 ou 1498. Em que ano Cristóvao Colombo descobriu a América?;5;A;-;-;-;N
Apple, Microsoft ou Amazon. Qual a marca de maior valor do mundo?;5;C;-;-;-;N
Estados Unidos, Inglaterra ou Noruega. A banda The Beatles surgiu em qual país?;5;B;-;-;-;N
Morte, preguiça ou beijo. Qual o significado da palavra ósculo?;5;C;-;-;-;N
Fusão, solidificação ou vaporização. Qual o nome da passagem da água do estado sólido para o líquido?;5;A;-;-;-;N
"Água, ar ou terra. Qual a tradução de ""eau"", em francês?";5;A;-;-;-;N
"Sul, Oeste ou Norte. A palavra ""setentrional"" representa que ponto cardeal?";5;C;-;-;-;N
Popeye, Zé Carioca ou Zeca Urubu. Qual deles foi o primeiro mascote do Flamengo?;5;A;-;-;-;N
Floriano Peixoto, Campos Sales ou Prudente de Morais. Quem foi o 1º vice-presidente do Brasil?;5;A;-;-;-;N
Árvore, Cidade grande ou Homem chorar. No desenho, o que o Pica-pau não aguenta ver?;5;C;-;-;-;N
Einstein, Schopenhauer ou Darwin. Quem formulou a Teoria da Relatividade?;5;A;-;-;-;N
"The Beatles, Bee Gees ou Creedence. ""Help!"" é uma música de que banda?";5;A;-;-;-;N
50, 100 ou 150. Qual o resultado do dobro da metade de 100?;5;B;-;-;-;N
Bahia, Ceará ou Piauí. Que estado tem a maior extensão litorânea do Brasil?;5;A;-;-;-;N
Castelo Branco, Geisel ou Figueiredo. Qual foi o primeiro presidente da ditadura militar?;5;A;-;-;-;N
Holanda, Espanha ou França. Contra qual país a Inglaterra lutou durante a Guerra dos Cem Anos?;5;C;-;-;-;N
Roma, Nápoles, Florença. Onde está a estátua de Davi, de Michelângelo?;5;C;-;-;-;N
"José de Alencar, Machado de Assis ou Manuel Bandeira. Quem escreveu ""O Alienista""?";5;B;-;-;-;N
Os Flintstones, Os Jetsons ou Os Simpsons. Qual desenho tem a dupla Comichão e Coçadinha?;5;C;-;-;-;N
Sábado, Quarta-feira ou Domingo. Em que dia da semana Pelé marcou seu milésimo gol?;5;B;-;-;-;N
